run_id,fault_id,fault_mode,seed,activation_confirmed,activation_host_time,injection_host_time,detection_observed,detection_event,detection_host_time,detection_latency_ms,offline_observed,restore_command_host_time,restore_confirmation_host_time,recovery_observed,recovery_host_time,recovery_time_ms,controller_restart_marker_observed,outcome,invalid_reason
R064_P02,P02,BAD_CRC,20260830,True,2026-08-29T19:20:00.858887+00:00,2026-08-29T19:20:00.849176+00:00,True,[OBC] PAYLOAD_REJECT reason=CRC,2026-08-29T19:20:01.311747+00:00,469.0,True,2026-08-29T19:20:04.864486+00:00,2026-08-29T19:20:04.883484+00:00,True,2026-08-29T19:20:05.276866+00:00,421.0,False,DETECTED_RECOVERY_OBSERVED,
R065_P02,P02,BAD_CRC,20260830,True,2026-08-29T19:20:10.657077+00:00,2026-08-29T19:20:10.618276+00:00,True,[OBC] PAYLOAD_REJECT reason=CRC,2026-08-29T19:20:10.815276+00:00,188.0,True,2026-08-29T19:20:14.663133+00:00,2026-08-29T19:20:14.670637+00:00,True,2026-08-29T19:20:14.764919+00:00,110.0,False,DETECTED_RECOVERY_OBSERVED,
R066_P02,P02,BAD_CRC,20260830,True,2026-08-29T19:20:20.361186+00:00,2026-08-29T19:20:20.353185+00:00,True,[OBC] PAYLOAD_REJECT reason=CRC,2026-08-29T19:20:20.787108+00:00,421.0,True,2026-08-29T19:20:24.367028+00:00,2026-08-29T19:20:24.394542+00:00,True,2026-08-29T19:20:24.757408+00:00,375.0,False,DETECTED_RECOVERY_OBSERVED,
R067_P01,P01,SILENT,20260830,True,2026-08-29T19:20:29.303719+00:00,2026-08-29T19:20:29.290579+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:20:29.853626+00:00,563.0,True,2026-08-29T19:20:33.309761+00:00,2026-08-29T19:20:33.325158+00:00,True,2026-08-29T19:20:33.702490+00:00,390.0,False,DETECTED_RECOVERY_OBSERVED,
R068_P01,P01,SILENT,20260830,True,2026-08-29T19:20:38.414528+00:00,2026-08-29T19:20:38.350093+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:20:38.803613+00:00,453.0,True,2026-08-29T19:20:42.423900+00:00,2026-08-29T19:20:42.477660+00:00,True,2026-08-29T19:20:42.742371+00:00,328.0,False,DETECTED_RECOVERY_OBSERVED,
R069_P01,P01,SILENT,20260830,True,2026-08-29T19:20:47.617714+00:00,2026-08-29T19:20:47.580358+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:20:47.791055+00:00,219.0,True,2026-08-29T19:20:51.623811+00:00,2026-08-29T19:20:51.640809+00:00,True,2026-08-29T19:20:51.703820+00:00,78.0,False,DETECTED_RECOVERY_OBSERVED,
R070_P03,P03,DELAYED,20260830,True,2026-08-29T19:20:56.784703+00:00,2026-08-29T19:20:56.744383+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:20:57.268918+00:00,516.0,True,2026-08-29T19:21:00.791436+00:00,2026-08-29T19:21:00.917043+00:00,True,2026-08-29T19:21:01.183975+00:00,391.0,False,DETECTED_RECOVERY_OBSERVED,
R071_P02,P02,BAD_CRC,20260830,True,2026-08-29T19:21:05.993133+00:00,2026-08-29T19:21:05.951225+00:00,True,[OBC] PAYLOAD_REJECT reason=CRC,2026-08-29T19:21:06.165572+00:00,219.0,True,2026-08-29T19:21:09.998443+00:00,2026-08-29T19:21:10.021269+00:00,True,2026-08-29T19:21:10.132015+00:00,125.0,False,DETECTED_RECOVERY_OBSERVED,
R072_P03,P03,DELAYED,20260830,True,2026-08-29T19:21:15.289891+00:00,2026-08-29T19:21:15.224584+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:21:15.715959+00:00,500.0,True,2026-08-29T19:21:19.297970+00:00,2026-08-29T19:21:19.366492+00:00,True,2026-08-29T19:21:19.602509+00:00,313.0,False,DETECTED_RECOVERY_OBSERVED,
R073_P02,P02,BAD_CRC,20260830,True,2026-08-29T19:21:24.502463+00:00,2026-08-29T19:21:24.456988+00:00,True,[OBC] PAYLOAD_REJECT reason=CRC,2026-08-29T19:21:24.643017+00:00,188.0,True,2026-08-29T19:21:28.509596+00:00,2026-08-29T19:21:28.568795+00:00,True,2026-08-29T19:21:28.630951+00:00,109.0,False,DETECTED_RECOVERY_OBSERVED,
R074_P03,P03,DELAYED,20260830,True,2026-08-29T19:21:34.132990+00:00,2026-08-29T19:21:34.084559+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:21:34.681839+00:00,610.0,True,2026-08-29T19:21:38.139486+00:00,2026-08-29T19:21:38.335501+00:00,True,2026-08-29T19:21:38.620062+00:00,484.0,False,DETECTED_RECOVERY_OBSERVED,
R075_P01,P01,SILENT,20260830,True,2026-08-29T19:21:43.742758+00:00,2026-08-29T19:21:43.707002+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:21:44.184536+00:00,485.0,True,2026-08-29T19:21:47.750174+00:00,2026-08-29T19:21:47.769529+00:00,True,2026-08-29T19:21:48.102115+00:00,360.0,False,DETECTED_RECOVERY_OBSERVED,
R076_P03,P03,DELAYED,20260830,True,2026-08-29T19:21:53.231745+00:00,2026-08-29T19:21:53.204747+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:21:53.656106+00:00,453.0,True,2026-08-29T19:21:57.238383+00:00,2026-08-29T19:21:57.284894+00:00,True,2026-08-29T19:21:57.535914+00:00,296.0,False,DETECTED_RECOVERY_OBSERVED,
R077_P03,P03,DELAYED,20260830,True,2026-08-29T19:22:02.096612+00:00,2026-08-29T19:22:02.081098+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:22:02.649994+00:00,578.0,True,2026-08-29T19:22:06.103499+00:00,2026-08-29T19:22:06.279022+00:00,True,2026-08-29T19:22:06.562557+00:00,453.0,False,DETECTED_RECOVERY_OBSERVED,
R078_P03,P03,DELAYED,20260830,True,2026-08-29T19:22:11.266601+00:00,2026-08-29T19:22:11.233486+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:22:11.592732+00:00,359.0,True,2026-08-29T19:22:15.278584+00:00,2026-08-29T19:22:15.343255+00:00,True,2026-08-29T19:22:15.530547+00:00,250.0,False,DETECTED_RECOVERY_OBSERVED,
R079_P01,P01,SILENT,20260830,True,2026-08-29T19:22:21.127307+00:00,2026-08-29T19:22:21.060184+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:22:21.582319+00:00,515.0,True,2026-08-29T19:22:25.133149+00:00,2026-08-29T19:22:25.159032+00:00,True,2026-08-29T19:22:25.522159+00:00,375.0,False,DETECTED_RECOVERY_OBSERVED,
R080_P02,P02,BAD_CRC,20260830,True,2026-08-29T19:22:30.068750+00:00,2026-08-29T19:22:30.035746+00:00,True,[OBC] PAYLOAD_REJECT reason=CRC,2026-08-29T19:22:30.508178+00:00,485.0,True,2026-08-29T19:22:34.075658+00:00,2026-08-29T19:22:34.093658+00:00,True,2026-08-29T19:22:34.471186+00:00,391.0,False,DETECTED_RECOVERY_OBSERVED,
R081_P03,P03,DELAYED,20260830,True,2026-08-29T19:22:39.697821+00:00,2026-08-29T19:22:39.679821+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:22:40.076384+00:00,390.0,True,2026-08-29T19:22:43.704841+00:00,2026-08-29T19:22:43.715981+00:00,True,2026-08-29T19:22:43.933651+00:00,235.0,False,DETECTED_RECOVERY_OBSERVED,
R082_P01,P01,SILENT,20260830,True,2026-08-29T19:22:48.751704+00:00,2026-08-29T19:22:48.714289+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:22:49.046148+00:00,328.0,True,2026-08-29T19:22:52.758110+00:00,2026-08-29T19:22:52.767109+00:00,True,2026-08-29T19:22:52.908296+00:00,140.0,False,DETECTED_RECOVERY_OBSERVED,
R083_P01,P01,SILENT,20260830,True,2026-08-29T19:22:58.055805+00:00,2026-08-29T19:22:58.011408+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:22:58.532425+00:00,515.0,True,2026-08-29T19:23:02.062918+00:00,2026-08-29T19:23:02.073672+00:00,True,2026-08-29T19:23:02.436307+00:00,375.0,False,DETECTED_RECOVERY_OBSERVED,
R084_P01,P01,SILENT,20260830,True,2026-08-29T19:23:07.490110+00:00,2026-08-29T19:23:07.438602+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:23:08.008841+00:00,578.0,True,2026-08-29T19:23:11.497476+00:00,2026-08-29T19:23:11.504549+00:00,True,2026-08-29T19:23:11.915739+00:00,422.0,False,DETECTED_RECOVERY_OBSERVED,
R085_P02,P02,BAD_CRC,20260830,True,2026-08-29T19:23:16.851116+00:00,2026-08-29T19:23:16.810258+00:00,True,[OBC] PAYLOAD_REJECT reason=CRC,2026-08-29T19:23:16.896728+00:00,78.0,True,2026-08-29T19:23:20.858094+00:00,2026-08-29T19:23:20.868093+00:00,True,2026-08-29T19:23:21.390893+00:00,531.0,False,DETECTED_RECOVERY_OBSERVED,
R086_P02,P02,BAD_CRC,20260830,True,2026-08-29T19:23:25.774150+00:00,2026-08-29T19:23:25.710684+00:00,True,[OBC] PAYLOAD_REJECT reason=CRC,2026-08-29T19:23:25.884210+00:00,172.0,True,2026-08-29T19:23:29.781259+00:00,2026-08-29T19:23:29.814937+00:00,True,2026-08-29T19:23:29.862377+00:00,79.0,False,DETECTED_RECOVERY_OBSERVED,
R087_P02,P02,BAD_CRC,20260830,True,2026-08-29T19:23:35.091298+00:00,2026-08-29T19:23:35.064298+00:00,True,[OBC] PAYLOAD_REJECT reason=CRC,2026-08-29T19:23:35.361129+00:00,297.0,True,2026-08-29T19:23:39.099518+00:00,2026-08-29T19:23:39.113517+00:00,True,2026-08-29T19:23:39.317644+00:00,219.0,False,DETECTED_RECOVERY_OBSERVED,
R088_P03,P03,DELAYED,20260830,True,2026-08-29T19:23:43.958297+00:00,2026-08-29T19:23:43.940016+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:23:44.427298+00:00,484.0,True,2026-08-29T19:23:47.964703+00:00,2026-08-29T19:23:48.033654+00:00,True,2026-08-29T19:23:48.330443+00:00,359.0,False,DETECTED_RECOVERY_OBSERVED,
R089_P03,P03,DELAYED,20260830,True,2026-08-29T19:23:53.196606+00:00,2026-08-29T19:23:53.132098+00:00,True,[OBC] PAYLOAD_TIMEOUT consecutive=1,2026-08-29T19:23:53.399348+00:00,281.0,True,2026-08-29T19:23:57.203756+00:00,2026-08-29T19:23:57.214759+00:00,True,2026-08-29T19:23:57.308101+00:00,110.0,False,DETECTED_RECOVERY_OBSERVED,
R090_P02,P02,BAD_CRC,20260830,True,2026-08-29T19:24:02.190744+00:00,2026-08-29T19:24:02.166204+00:00,True,[OBC] PAYLOAD_REJECT reason=CRC,2026-08-29T19:24:02.253180+00:00,78.0,True,2026-08-29T19:24:06.197358+00:00,2026-08-29T19:24:06.223370+00:00,True,2026-08-29T19:24:06.284877+00:00,78.0,False,DETECTED_RECOVERY_OBSERVED,
